campaign,cycle,candidate,order,base_commit,candidate_commit,mechanism,hypothesis,dispatch_domain,files,predicted_effect,rejection_observation,compile_result,oracle_result,public_op_baseline,public_op_candidate,program_boundary,program_baseline_ms,program_rep1_ms,program_rep1_delta_pct,program_rep2_ms,program_rep2_delta_pct,unaffected_seams,engine_sentinels,decision,reason,restoration_commit,raw_evidence
sm120a-rtx5090-qwen38-nvfp4-dflash2-q4,5,6,c5_06,2059aab7edd3469ac3b3fe95b269a3c9d8824c11,1e588f4d2d9ca3b0f3174ff07f901e1f917727b0,"double recurrent state rows per warp only for Qwen27 replay at batch eight","candidate c5_05 proved that eight rows qualify the C8 throughput arm but regressed lower batches and 35B; compile-time geometry plus exact active-row dispatch retains the production win while excluding every disproved route","all SM images; public Qwen27 recurrent snapshot/record/fold only when value heads equal 48 and active batch equals 8; widths 2..16; Qwen27 B1..7, 35B-A3B, and direct recurrent routes retain four rows","src/ops/linear_attention/gated_delta_net/recurrent.cu; src/ops/linear_attention/gated_delta_net/recurrent.cuh","retain the measured C8 record/snapshot gain, clear the qualified throughput arm twice, and eliminate c5_05 shared-route regressions","compile or independent transition/state/history oracle failure; any material affected or shared-route public-Op regression; either real-boundary repetition fails both cycle-5 arms; or any Program, artifact, Engine, or semantic gate fails",pass,"ginfer_gated_delta_net_replay_record_test and ginfer_gdn_replay_fold_test pass their independent transition, state, record, and convolution-history oracles","Qwen27 width16/B8 mixed cold medians us: fold 1453.34; snapshot 245.02; record 64.80","candidate medians: fold 1447.20 (-0.4225%); snapshot 240.93 (-1.6692%); record 58.66 (-9.4753%); every B8 width and commit/valid policy was neutral or faster","Qwen3.8 NVFP4+DFlash2 k4 stochastic Program round; INT8-G64; CUDA Graph option; 8192 tokens/request C8; cycle-5 gate: each of two reps >=1.5% GPU latency or qualified +3.0 tok/s throughput arm",44.7353,44.2035,1.1888,44.2846,1.0356,"second paired baseline was 44.7480 ms; paired matrix baseline/candidate ms was C1 27.2422/27.2418, C2 27.8082/27.8053, C3 30.8630/30.8359, C4 36.3674/36.4521, C5 41.1409/41.1096, C6 43.8082/43.6383, C7 43.3484/43.1945, C8 44.7256/44.2818, and 129041/C1 132.690/132.698; Qwen27 B1/B2/B4 and 35B B1/B2/B4/B8 replay seams retained four rows and stayed within 1.47% cold noise","pass: both Program reps retained exact 3687 drafted/3657 accepted/248 expanded and 125.968 licensed tokens/batch; throughput improved by 33.70 and 29.38 tok/s, both above 15.81 tok/s cycle noise; registered real-artifact test passed; 999/1000 Engine retained exact 633/1464 acceptance at 7878.52 prefill and 160.21 decode tok/s; 7680- and 130048-token sentinels exact ORCHID=493817; COLOR=COBALT",accept,"both repetitions independently clear qualified throughput arm B with positive latency; the independent oracles, complete affected and shared-route matrices, full Program matrix, real artifact, matched Engine workload, and short/long semantic gates pass",not-applicable,"profiles/sm120a/rtx5090/qwen38-nvfp4-dflash2/cycle5/candidate06"
sm120a-rtx5090-qwen38-nvfp4-dflash2-q4,6,1,c6_01,1e0ebf2d8a3ee9ce58620625bfbb95cfdf2c57a4,80202710f008288383215e38a5383ffb8ff68635,"double Qwen27 B8 recurrent replay state rows per warp from eight to sixteen","the fresh profile attributed 7.9% of the round to record and another 4.2% to fold; halving state-tile CTAs again could extend the accepted eight-row mechanism without changing threads per block","all SM images; public Qwen27 recurrent snapshot/record/fold only at 48 value heads and batch 8; widths 2..16; lower Qwen27 batches, 35B-A3B, and direct recurrent routes unchanged","src/ops/linear_attention/gated_delta_net/recurrent.cu","reduce the profile-dominant width16/B8 record and snapshot enough to support a cycle-6 C8 gain while retaining the accepted narrow dispatch","compile or independent transition/state/history oracle failure; any affected public-Op regression; or either real-boundary repetition fails the cycle-6 non-averaged 1.5% latency / qualified +3.0 tok/s arms",pass,"ginfer_gated_delta_net_replay_record_test and ginfer_gdn_replay_fold_test pass their independent transition, state, record, and convolution-history oracles","Qwen27 width16/B8 mixed cold medians us: fold 1447.94; snapshot 240.93; record 58.43","candidate medians: fold 1445.15 (-0.1927%); snapshot 232.74 (-3.3993%); record 60.70 (+3.8850% regression)","Qwen3.8 NVFP4+DFlash2 k4 stochastic Program round; INT8-G64; CUDA Graph option; 8192 tokens/request C8; cycle-6 gate: each of two reps >=1.5% GPU latency or qualified +3.0 tok/s throughput arm",not-run,not-run,not-run,not-run,not-run,"all source-unaffected dispatch domains retain the accepted four-row kernels; full matrix not run after the affected record regression","not run after affected public-Op rejection",reject,"the wider state tile improved snapshot but materially regressed the profile-dominant production record component, so the funnel stopped before Program timing",a673ae21c1ec9aa3c49be359eda638de3ce84b50,"profiles/sm120a/rtx5090/qwen38-nvfp4-dflash2/cycle6/candidate01"
sm120a-rtx5090-qwen38-nvfp4-dflash2-q4,6,2,c6_02,3442efe18d5a9caf7f17e102c17e9d0a9fb1c55b,d5677ea6e8f7ee02a9b0b2c95abc2eb5cdfe748b,"raise recurrent record launch-bounds minimum residency from two to six CTAs per SM","Nsight Compute found the accepted Qwen27 B8 record at 95 registers/thread, five register-limited CTAs/SM, 36.71% achieved occupancy, and a 686-CTA partial second wave; constraining registers could admit six CTAs and reduce the tail","all SM images and registered recurrent record routes; Qwen27 and 35B-A3B geometries; snapshots, folds, and direct recurrent routes unchanged","src/ops/linear_attention/gated_delta_net/recurrent.cuh","reduce the profile-dominant Qwen27 width16/B8 record via higher active occupancy without changing replay arithmetic or grid geometry","compile or independent transition/state oracle failure; any affected public record regression; or either real-boundary repetition fails the cycle-6 non-averaged 1.5% latency / qualified +3.0 tok/s arms",pass,"ginfer_gated_delta_net_replay_record_test and ginfer_gdn_replay_fold_test pass their independent transition, state, record, and convolution-history oracles","Qwen27 width16/B8 mixed cold medians us: snapshot 240.96; record 58.66; NCU record 95 registers/thread, five register-limited blocks/SM, 41.67% theoretical and 36.71% achieved occupancy, 1.81 waves/SM","candidate snapshot 240.93 us (neutral); record 60.70 us (+3.4777% regression); NCU reduced registers to 80 and raised residency to six blocks, 50.00% theoretical/41.89% achieved occupancy and 1.51 waves/SM","Qwen3.8 NVFP4+DFlash2 k4 stochastic Program round; INT8-G64; CUDA Graph option; 8192 tokens/request C8; cycle-6 gate: each of two reps >=1.5% GPU latency or qualified +3.0 tok/s throughput arm",not-run,not-run,not-run,not-run,not-run,"snapshot and every non-record source domain are unchanged; full shared-route matrix not run after the affected record regression","not run after affected public-Op rejection",reject,"forcing register reduction increased occupancy but materially regressed the profile-dominant record kernel, so the funnel stopped before Program timing",c9f6a2ee0ba4ecff8c4bb750be45d4d1301e945a,"profiles/sm120a/rtx5090/qwen38-nvfp4-dflash2/cycle6/candidate02"
sm120a-rtx5090-qwen38-nvfp4-dflash2-q4,6,3,c6_03,3483dc6f380973db1340213daacad383315efaaf,6a4fc0f1305dac1b934b6c6bba5d2b3100a31381,"use the existing twelve-warp/32-key Qwen27 T6 INT8 partial kernel through the 16K graph envelope","Nsight Compute found the dominant T6 partial at 168 registers/thread, two CTAs/SM, 25% theoretical occupancy, and only 30% compute / 44% DRAM utilization; doubling CTA warps while retaining the 32-key tile and two-block shared residency could expose more independent PV work","all SM images; public GQA D256 H24/KV4; INT8-G64; exact T6; graph/eager implementation envelopes 8199..16390; H16/KV2 and other widths/dtypes/envelopes unchanged","src/ops/launcher/gqa_attention_decode.cu","reduce the production C8 T6 partial enough to support a cycle-6 Program gain without the one-block 64-key regression disproved by c5_01","compile or independent attention/codec oracle failure; any affected public-Op regression; or either real-boundary repetition fails the cycle-6 non-averaged 1.5% latency / qualified +3.0 tok/s arms",pass,"ginfer_gqa_attention_test passes its independent FP64 attention and exact INT8-G64 codec oracle across the supported public matrix","production B8 cold medians us at contexts 8192/8432/8752: 179.520/183.552/185.632","candidate B8 medians 176.960/181.536/185.376 (-1.4263%/-1.0983%/-0.1379%), but B4 at 8432/8752 regressed cold by 6.0328%/3.8548% and warm by 14.3346%/10.8737%","Qwen3.8 NVFP4+DFlash2 k4 stochastic Program round; INT8-G64; CUDA Graph option; 8192 tokens/request C8; cycle-6 gate: each of two reps >=1.5% GPU latency or qualified +3.0 tok/s throughput arm",not-run,not-run,not-run,not-run,not-run,"30-point affected matrix covered append/cached B1, append B2/B4/B8, cold/warm cache, and contexts 8192/8432/8752; B1/B2 improved and B8 was neutral-to-faster, but B4 materially regressed","not run after affected public-Op rejection",reject,"the higher-warp mechanism helps the declared primary B8 route but materially regresses supported B4; scope must be narrowed in a new candidate",851387a8a27ff0c28f34bcc9b2f481183f0464ce,"profiles/sm120a/rtx5090/qwen38-nvfp4-dflash2/cycle6/candidate03"
sm120a-rtx5090-qwen38-nvfp4-dflash2-q4,6,4,c6_04,65532e2b16feeeef1355e217fbaa44c54f64cfc9,216aed4dd4ac02694419ba372f07dd585b270406,"scope the twelve-warp/32-key Qwen27 T6 long-envelope kernel to batch eight","candidate c6_03 proved the higher-warp mechanism at the declared primary concurrency but regressed B4; exact host-side B8 dispatch preserves the measured production gain while leaving every disproved lower batch unchanged","all SM images; public GQA D256 H24/KV4; INT8-G64; exact T6; batch 8 only; implementation envelopes 8199..16390; every lower batch, peer geometry, dtype, width, and envelope unchanged","src/ops/launcher/gqa_attention_decode.cu","retain the production B8 T6 gain and independently clear the cycle-6 throughput arm twice without c6_03 lower-batch regressions","compile or independent attention/codec oracle failure; affected B8 public-Op regression; any lower-batch seam regression; or either real-boundary repetition fails the cycle-6 non-averaged 1.5% latency / qualified +3.0 tok/s arms",pass,"ginfer_gqa_attention_test passes its independent FP64 attention and exact INT8-G64 codec oracle across the supported public matrix","B8 graph T6 cold/warm medians us at contexts 8192/8432/8752: 179.488/175.936, 183.520/179.264, 185.632/180.352","candidate medians 175.392/168.320 (-2.2820%/-4.3287%), 181.536/176.352 (-1.0811%/-1.6244%), 185.600/179.264 (-0.0172%/-0.6033%); source-neutral B4 cold seam exactly equal","Qwen3.8 NVFP4+DFlash2 k4 stochastic Program round; INT8-G64; CUDA Graph option; 8192 tokens/request C8; cycle-6 gate: each of two reps >=1.5% GPU latency or qualified +3.0 tok/s throughput arm",45.3985,45.2065,0.4229,45.5059,-0.5391,"lower concurrency and every peer dispatch are source-neutral; full Program matrix not run after the second primary-boundary repetition failed both arms","both Program pairs retained exact 3687 drafted/3657 accepted/248 expanded and 125.968 licensed tokens/batch; rep1 improved throughput by 11.42 tok/s above the 2.77 tok/s cycle noise, but rep2 regressed by 15.11 tok/s; Engine sentinels not run",reject,"the first repetition qualified arm B, but the second independently regressed latency and throughput; the non-averaged two-repeat gate therefore rejects the candidate",c655863f5f56bc9e7dcc509a420813aa96f86e02,"profiles/sm120a/rtx5090/qwen38-nvfp4-dflash2/cycle6/candidate04"
sm120a-rtx5090-qwen38-nvfp4-dflash2-q4,6,5,c6_05,58a502c9186b6748a7dc66c23152bf33de740239,0a5c0b072d4bde2b3ba2c55c1910453b6d29e5da,"split exact T128 NVFP4 gate/up output rows from 128 to 64 per CTA","Nsight Compute found the profile's second-largest kernel at one register/shared-memory-limited CTA per SM with a 272-CTA 1.6-wave launch; doubling the grid with the existing M64/N128 schedule could remove the partial-wave tail and overlap synchronization","sm120a execution candidate expressed in shared source; public LinearSwiGLU NVFP4 A4 N34816 K5120 exact T128 only; T127/T129 and every other geometry unchanged","src/ops/linear/nvfp4/nvfp4_w4a4.cu","reduce the exact production gate/up public Op enough to support a cycle-6 C8 gain while leaving both dispatch seams neutral","compile or independent decoded-NVFP4/SwiGLU oracle failure; affected T128 public-Op regression; seam regression; or either real-boundary repetition fails the cycle-6 non-averaged 1.5% latency / qualified +3.0 tok/s arms",pass,"ginfer_linear_swiglu_nvfp4_test passes its independent decoded-NVFP4 plus FP32 SwiGLU oracle","cold public LinearSwiGLU T127/T128/T129 medians 79.104/78.880/199.648 us","candidate medians 79.136 (+0.0405%)/146.592 (+85.8405%)/199.968 (+0.1603%)","Qwen3.8 NVFP4+DFlash2 k4 stochastic Program round; INT8-G64; CUDA Graph option; 8192 tokens/request C8; cycle-6 gate: each of two reps >=1.5% GPU latency or qualified +3.0 tok/s throughput arm",not-run,not-run,not-run,not-run,not-run,"both source-neutral seams stayed within noise; production matrix not run after the exact affected Op regression","not run after affected public-Op rejection",reject,"duplicating activation traversal to split output rows overwhelmed the occupancy and tail benefit; the exact hotspot regressed 85.84%, so the funnel stopped before Program timing",ce06f376575afb77637f32fdc364be8114df15fd,"profiles/sm120a/rtx5090/qwen38-nvfp4-dflash2/cycle6/candidate05"
sm120a-rtx5090-qwen38-nvfp4-dflash2-q4,6,6,c6_06,652cb82d3aebd9d7fc70bc56c214822ebc23c7f9,33106934939a75727e5156ac63b7804d13ec0b46,"use streaming activation loads for FP8 A16 vocabulary T25..48","Nsight Compute found the profiled T48 vocabulary kernel at 81.58% L2 throughput with one-use CTA activation staging; bypassing L1 for those activation loads could preserve cache for more useful traffic without changing arithmetic or launch geometry","all SM images; public Linear FP8 A16 vocabulary N248320 K5120; exact active-token dispatches T25..48; T1..24 and every non-vocabulary geometry unchanged","src/ops/linear/fp8/fp8_config.h","reduce the profiled T32/T48 vocabulary launches while preserving every dispatch seam and the independent FP8 oracle","compile or independent decoded-FP8/FP32 oracle failure; any affected public-Op regression; or either real-boundary repetition fails the cycle-6 non-averaged 1.5% latency / qualified +3.0 tok/s arms",pass,"ginfer_linear_fp8_a16_test passes its independent decoded-FP8 plus FP32 Linear oracle","cold public Linear FP8 A16 vocabulary medians T32/T48: 934.496/1401.920 us","candidate medians 955.680 (+2.2669%)/1449.184 (+3.3714%)","Qwen3.8 NVFP4+DFlash2 k4 stochastic Program round; INT8-G64; CUDA Graph option; 8192 tokens/request C8; cycle-6 gate: each of two reps >=1.5% GPU latency or qualified +3.0 tok/s throughput arm",not-run,not-run,not-run,not-run,not-run,"T1..24 and all peer FP8 geometries are source-neutral; wider affected matrix not run after both representative production tiles regressed","not run after affected public-Op rejection",reject,"streaming activation loads removed beneficial cache reuse and regressed both profiled production token tiles, so the funnel stopped before Program timing",2fc7fa7b12da0afb9250870098b2d251fdbd8ea2,"profiles/sm120a/rtx5090/qwen38-nvfp4-dflash2/cycle6/candidate06"
sm120a-rtx5090-qwen38-nvfp4-dflash2-q4,6,7,c6_07,0de31d4bb0236d8e283d4c224e6bd9bdd2ba6b61,c18e5df8105179b676f54a01af8b33c3e30bfc1f,"transpose exact T128 FP8 residual MMA from 64-token/128-row to 128-token/64-row while retaining 80 CTAs and 640 warps","the profile attributed 3.096 ms across 64 N5120/K6144/T128 residual launches; exchanging duplicated weight traversal for inexpensive activation traversal at fixed CTA, warp, and shared-memory counts could reduce the hotspot without occupancy or tail loss","sm120a execution candidate expressed in shared source; public LinearAdd FP8 A8 N5120 K6144 exact T128 only; T127/T129, K17408, and every non-residual geometry unchanged","src/ops/linear_add/fp8/fp8_linear_add_a8.cu","halve weight traversal for the exact production residual tile, preserve launch occupancy, and independently clear the cycle-6 Program gate twice","compile or independent decoded-FP8/FP32 LinearAdd oracle failure; affected T128 public-Op regression; seam regression; or either real-boundary repetition fails the cycle-6 non-averaged 1.5% latency / qualified +3.0 tok/s arms",pass,"ginfer_linear_add_fp8_test passes its independent decoded-FP8 plus FP32 LinearAdd oracle","cold public LinearAdd T127/T128/T129 medians 60.448/60.256/60.576 us","stable candidate medians 58.656/56.608 (-6.0548% at T128)/60.608 us; an earlier tree-identical candidate measured 56.576 us at T128","Qwen3.8 NVFP4+DFlash2 k4 stochastic Program round; INT8-G64; CUDA Graph option; 8192 tokens/request C8; cycle-6 gate: each of two reps >=1.5% GPU latency or qualified +3.0 tok/s throughput arm","45.9538/45.8565",45.7360,0.4739,46.5581,-1.5300,"T127/T129 dispatches and all peer geometries are source-neutral; observed seam medians were faster/within noise; full Program matrix not run after the second primary-boundary repetition failed","both Program pairs retained exact 3687 drafted/3657 accepted/248 expanded and 125.968 licensed tokens/batch; rep1 improved throughput by 13.89 tok/s above the 2.77 tok/s cycle noise, but rep2 regressed by 41.74 tok/s; Engine sentinels not run",reject,"the operator mechanism reproducibly improved T128 by about 6.1% and the first Program pair qualified arm B, but the second independently regressed latency and throughput; the non-averaged two-repeat gate rejects the candidate",d172f34c9581642467526b8849d743da5a55f2d6,"profiles/sm120a/rtx5090/qwen38-nvfp4-dflash2/cycle6/candidate07"
sm120a-rtx5090-qwen38-nvfp4-dflash2-q4,6,8,c6_08,d70e30111254aba2fffebec6e57025938fd3ff7b,8c4e2dbb106ca7cf819c98f288ba56870618a227,"use a three-stage M32/N32 NVFP4 residual tile at exact T32","the initial cycle-6 summary labeled the 2.389 ms N5120/K17408 residual hotspot T32; splitting each M32/N64 CTA into two half-size three-stage CTAs retains total warps and shared memory while increasing independent scheduling and pipeline depth","sm120a NVFP4; public LinearAdd AllowA4 N5120 K17408 exact T32 only; T31/T33, K6144, and every other extent unchanged","src/ops/linear_add/nvfp4/nvfp4_linear_add_w4a4.cu","reduce the presumed production T32 residual launch while leaving seams neutral and independently clear the cycle-6 Program gate twice","compile or independent decoded-NVFP4/FP32 residual oracle failure; affected T32 public-Op regression; seam regression; or either real-boundary repetition fails the cycle-6 non-averaged 1.5% latency / qualified +3.0 tok/s arms",pass,"ginfer_linear_add_nvfp4_test passes its independent decoded-NVFP4 plus FP32 residual-add oracle","cold public LinearAdd T31/T32/T33 medians 58.528/58.656/58.656 us","candidate medians 58.656/44.320 (-24.4381% at T32)/58.624 us; second T32 repetition was again 44.320 us","Qwen3.8 NVFP4+DFlash2 k4 stochastic Program round; INT8-G64; CUDA Graph option; 8192 tokens/request C8; cycle-6 gate: each of two reps >=1.5% GPU latency or qualified +3.0 tok/s throughput arm",45.2781,45.3058,-0.0612,not-run,not-run,"T31/T33 and all peer dispatches are source-neutral; retained raw Nsight symbol M32/N128 with grid (40,4) proves the profiled production hotspot is T128 rather than T32","Program accounting remained exact at 3687 drafted/3657 accepted/248 expanded and 125.968 licensed tokens/batch; throughput changed -1.70 tok/s; Engine sentinels not run",reject,"the first real-boundary repetition failed both gates because T32 is source-neutral in the production round; preserve this row and see correction c6_corr01, then rerun the profile-derived mechanism at corrected T128 under c6_09",1f8a8550dab8043f6c4fce19df2a02832478e552,"profiles/sm120a/rtx5090/qwen38-nvfp4-dflash2/cycle6/candidate08; docs/results/2026-08-21-sm120a-qwen38-nvfp4-dflash2-kernel-campaign-corrections.csv"
sm120a-rtx5090-qwen38-nvfp4-dflash2-q4,6,9,c6_09,8480b45d638efc380cc9627b7246b14b3b6f4136,c135d4d8f26679d7aa0d9e59514acc5f781eae12,"transpose corrected T128 NVFP4 residual tile from M32/N128 to M64/N64 at fixed 160 CTAs and 1280 warps","correction c6_corr01 proves the 2.389 ms N5120/K17408 residual hotspot is T128; exchanging token and row grouping at fixed CTA, warp, per-warp MMA, and shared-work counts halves repeated weight traversal without an occupancy or tail penalty","sm120a NVFP4; public LinearAdd AllowA4 N5120 K17408 exact T128 only; T127/T129, K6144, and every other extent unchanged","src/ops/linear_add/nvfp4/nvfp4_linear_add_w4a4.cu","reduce the corrected production residual hotspot and independently clear the cycle-6 Program gate twice while preserving source-neutral seams","compile or independent decoded-NVFP4/FP32 residual oracle failure; affected T128 public-Op regression; seam regression; or either real-boundary repetition fails the cycle-6 non-averaged 1.5% latency / qualified +3.0 tok/s arms",pass,"ginfer_linear_add_nvfp4_test passes its independent decoded-NVFP4 plus FP32 residual-add oracle","cold public LinearAdd T127/T128/T129 medians 62.720/62.720/72.640 us","candidate medians 62.688/60.800 (-3.0612%; independent repeat 61.408, -2.0918%)/71.872 us","Qwen3.8 NVFP4+DFlash2 k4 stochastic Program round; INT8-G64; CUDA Graph option; 8192 tokens/request C8; cycle-6 gate: each of two reps >=1.5% GPU latency or qualified +3.0 tok/s throughput arm","45.5834/45.1210",45.1898,0.8635,45.6309,-1.1301,"T127/T129 and all peer dispatches are source-neutral; observed seam medians were neutral-to-faster; full Program matrix not run after the second primary-boundary repetition failed","both Program pairs retained exact 3687 drafted/3657 accepted/248 expanded and 125.968 licensed tokens/batch; rep1 improved throughput by 24.30 tok/s above the 2.77 tok/s cycle noise, but rep2 regressed by 31.38 tok/s; Engine sentinels not run",reject,"the corrected operator mechanism reproducibly improved T128 by 2.1% to 3.1% and the first Program pair qualified arm B, but the second independently regressed latency and throughput; the non-averaged two-repeat gate rejects the candidate",8d24a2d50951a0fd527d53ae232c5f141feedf6d,"profiles/sm120a/rtx5090/qwen38-nvfp4-dflash2/cycle6/candidate09; correction c6_corr01"
sm120a-rtx5090-qwen38-nvfp4-dflash2-q4,6,10,c6_10,7cdd918888bdf93f20861bbaf64b83aa1ac1ee90,a0886585363e8e551c8b2e5cea15f73580c4d9ad,"double Qwen27 batch-eight long-envelope T4 GQA consumer warps from eight to sixteen","targeted Nsight Compute found the 1.757 ms T4 partial at 128 registers/thread, two blocks/SM, 31.81% achieved occupancy, and 56.66% scheduler cycles without an eligible warp; doubling consumer warps halves each warp PV accumulator and could expose more independent dequant/PV work","all SM images; public GQA D256 H24/KV4 INT8-G64 exact T4; batch 8 only; implementation envelopes above 1029; lower batches, short envelopes, widths, geometries, and dtypes unchanged","src/ops/launcher/gqa_attention_decode.cu","reduce the production T4 partial enough to support a cycle-6 Program gain without the lower-concurrency regression observed in broad T6 experiments","compile or independent attention/codec oracle failure; any affected B8 public-Op regression; seam regression; or either real-boundary repetition fails the cycle-6 non-averaged 1.5% latency / qualified +3.0 tok/s arms",pass,"ginfer_gqa_attention_test passes its independent FP64 attention and exact INT8-G64 codec oracle across the supported public matrix","B8 graph T4 cold/warm medians us at contexts 8192/8432/8752: 144.672/141.664, 135.488/132.864, 142.592/139.104","candidate medians 179.488/170.528, 158.464/146.912, 161.056/149.920; every point regressed 7.8% to 24.1%","Qwen3.8 NVFP4+DFlash2 k4 stochastic Program round; INT8-G64; CUDA Graph option; 8192 tokens/request C8; cycle-6 gate: each of two reps >=1.5% GPU latency or qualified +3.0 tok/s throughput arm",not-run,not-run,not-run,not-run,not-run,"B1..7, implementation envelopes through 1029, every peer geometry, dtype, and width are source-neutral; no wider matrix was needed after all affected points materially regressed","not run after affected public-Op rejection",reject,"the added consumers doubled CTA warp work but producer/QK and memory latency remained dominant; all six affected cold/warm production points regressed materially, so the funnel stopped before Program timing",72e1e445aaa5bcfd67d3cf67c55a916692c43d60,"profiles/sm120a/rtx5090/qwen38-nvfp4-dflash2/cycle6/{baseline/ncu/gqa_t4_h24_b8_8k.ncu-rep,candidate10}"
sm120a-rtx5090-qwen38-nvfp4-dflash2-q4,6,11,c6_11,a4950ce1aa5c2fe7f72c0d96b373d47b7ce0afec,5c6895f343a9b427398c38df34c38206997c688a,"transpose exact T128 FP8 SwiGLU from 64-token/128-row to 128-token/64-row at fixed 544 CTAs and 4352 warps","the profile attributed 1.168 ms across eight N34816/K5120/T128 FP8 SwiGLU launches; exchanging duplicated weight traversal for inexpensive activation traversal at fixed CTA, warp, and shared-memory counts could reduce the hotspot without occupancy or tail loss","sm120a execution candidate expressed in shared source; public LinearSwiGLU FP8 A8 N34816 K5120 exact T128 only; T127/T129 and all peer shapes unchanged","src/ops/linear_swiglu/fp8/fp8_linear_swiglu_a8.cu","halve repeated weight traversal for the exact production tile while preserving launch work and source-neutral seams","compile or independent decoded-FP8/FP32 SwiGLU oracle failure; affected T128 public-Op regression; seam regression; or either real-boundary repetition fails the cycle-6 non-averaged 1.5% latency / qualified +3.0 tok/s arms",pass,"ginfer_linear_swiglu_fp8_test passes its independent decoded-FP8 plus FP32 SwiGLU oracle","cold public LinearSwiGLU T127/T128/T129 medians 154.880/154.592/181.216 us","candidate medians 154.912/154.912 (+0.2070% at T128)/181.504 us","Qwen3.8 NVFP4+DFlash2 k4 stochastic Program round; INT8-G64; CUDA Graph option; 8192 tokens/request C8; cycle-6 gate: each of two reps >=1.5% GPU latency or qualified +3.0 tok/s throughput arm",not-run,not-run,not-run,not-run,not-run,"T127/T129 and all peer shapes are source-neutral; observed seam measurements remained within noise; full matrix not run after the exact affected Op failed to improve","not run after affected public-Op rejection",reject,"the fixed-work transpose did not reduce the T128 public Op and instead changed its median by +0.21%, so the funnel stopped before Program timing",16baf7ff0abdc0f6364864a470ce8a74f8a69294,"profiles/sm120a/rtx5090/qwen38-nvfp4-dflash2/cycle6/candidate11"
sm120a-rtx5090-qwen38-nvfp4-dflash2-q4,6,12,c6_12,015bc3048e71a564db1ef4902e8ac2d2c8074ee8,5ec9aae7b7ca956abe9477a34b0911b28aaf3a32,"transpose exact T128 FP8 attention-input projection from 64-token/128-row to 128-token/64-row at fixed 224 CTAs and 1792 warps","the profile attributed 1.134 ms across sixteen N14336/K5120/T128 attention-input launches; exchanging duplicated weight traversal for inexpensive activation traversal at fixed CTA, warp, and shared-memory counts could reduce the hotspot without occupancy or tail loss","sm120a execution candidate expressed in shared source; public AttentionInputProjection FP8 A8 N14336 K5120 exact T128 only; T127/T129 and every peer format or extent unchanged","src/ops/attn_input_proj/fp8/fp8_attn_input_a8.cu","halve repeated weight traversal for the exact production tile while preserving launch work and all output-region mappings","compile or independent decoded-FP8 attention-input oracle failure; affected T128 public-Op regression; seam regression; or either real-boundary repetition fails the cycle-6 non-averaged 1.5% latency / qualified +3.0 tok/s arms",pass,"ginfer_attn_input_proj_test passes its independent FP8 mathematical and output-mapping oracle","cold public AttentionInputProjection T127/T128/T129 medians 79.104/79.104/83.200 us","candidate medians 79.136/79.136 (+0.0405% at T128)/82.272 us","Qwen3.8 NVFP4+DFlash2 k4 stochastic Program round; INT8-G64; CUDA Graph option; 8192 tokens/request C8; cycle-6 gate: each of two reps >=1.5% GPU latency or qualified +3.0 tok/s throughput arm",not-run,not-run,not-run,not-run,not-run,"T127/T129, every peer format, and every other extent are source-neutral; observed seam measurements were within noise/faster; full matrix not run after the exact affected Op failed to improve","not run after affected public-Op rejection",reject,"the fixed-work transpose changed the T128 median by only +0.04%, so the funnel stopped before Program timing",367874eb69f1bd79575f26be48d7800462aec854,"profiles/sm120a/rtx5090/qwen38-nvfp4-dflash2/cycle6/candidate12"
