campaign,cycle,candidate,order,base_commit,candidate_commit,mechanism,hypothesis,dispatch_domain,files,predicted_effect,rejection_observation,compile_result,oracle_result,public_op_baseline,public_op_candidate,program_boundary,program_baseline_ms,program_rep1_ms,program_rep1_delta_pct,program_rep2_ms,program_rep2_delta_pct,unaffected_seams,engine_sentinels,decision,reason,restoration_commit,raw_evidence
sm120a-rtx5090-muse-q4-dflash2,7,15,c7_15,e6fabe383c3e52a24dd589a67df8b983886cb3f4,d907d7010bf3a6c2e43584bc5acbfd61490b05f6,"use the retained R32/C48/BK64 tile at T33..40","higher residency and twelve warps might offset eight masked columns and twice as many K stages across the broad non-N19968 family","sm120a; Muse Q4 registered non-N19968 outputs; A16 T=33..40","src/ops/linear/q4/q4_rowsplit_gemm_mma_sm120a.cu","representative public Ops improve and the affected family gains at least 5% so repeated C8 Program can exceed 2%","representative N6656/K33280/T40 regressed 49.77%, rejecting the schedule before broader or real timing",pass,"ginfer_linear_q4_a16_test pass; independent FP64 decoded-Q4 oracle covers registered shapes and C40/C41 seams","cold public Linear N6656/K33280/T40 median 259.328 us","cold public C48/BK64 N6656/K33280/T40 median 388.384 us (+49.77% regression)","Muse DFlash2 k4 INT8-G64 uncaptured Program round; 8192 tokens/request C8",42.0805,not-run,not-run,not-run,not-run,"not-run: representative public-Op regression rejected the candidate","not-run: rejected before Engine gate",reject,"partial-column work and doubled BK64 loop dominate the residency benefit; the dominant representative shape regresses nearly 50%",41001d498b867308ecb4c44a6b507bbad6852eb1,"profiles/sm120a/rtx5090/muse-glimmer-q4/cycle7/{baseline,profile,candidate-15-diagnosis.md,candidate-15-op-n6656-k33280-t40.csv}"
sm120a-rtx5090-muse-q4-dflash2,7,16,c7_16,0dc88edc7e98885d3d13de5541409ea68a7b542b,65b7faf2f57046014cc08ec3e535bc4bf0d09db7,"replace broad R32/C40/BK128 with R32/C40/BK64","halving shared footprint might increase CTA residency enough to hide twice as many K stages without masked columns","sm120a; Muse Q4 registered non-N19968 outputs; A16 T=33..40","src/ops/linear/q4/q4_rowsplit_gemm_mma_sm120a.cu","representative public Ops improve and the affected family gains at least 5% so repeated C8 Program can exceed 2%","ptxas ignored the infeasible five-block bound and representative N6656/K33280/T40 regressed 47.38%",pass-with-warning,"ginfer_linear_q4_a16_test pass; independent FP64 decoded-Q4 oracle covers registered shapes and C40 seams","cold public Linear N6656/K33280/T40 median 259.328 us","cold public BK64 N6656/K33280/T40 median 382.208 us (+47.38% regression)","Muse DFlash2 k4 INT8-G64 uncaptured Program round; 8192 tokens/request C8",42.0805,not-run,not-run,not-run,not-run,"not-run: representative public-Op regression rejected the candidate","not-run: rejected before Engine gate",reject,"twice as many K stages dominate the smaller shared footprint, and the requested five-block compiler bound exceeds GB202 thread residency",7c56d9171e88787c65f5422e920c5e9712f23b37,"profiles/sm120a/rtx5090/muse-glimmer-q4/cycle7/{baseline,profile,candidate-16-diagnosis.md,candidate-16-op-n6656-k33280-t40.csv}"
sm120a-rtx5090-muse-q4-dflash2,7,17,c7_17,de5f12200c744e0adf866aa01f2caa598e96b07c,e5f49388eb9f18b6746475d573790326ffcc82f9,"combine a three-stage R32/C40 pipeline with L1 code admission","cached code sectors might feed the additional prefetched tile and yield a nonlinear latency-hiding gain beyond either previously rejected component","sm120a; Muse Q4 registered non-N19968 outputs; A16 T=33..40; input pipeline only","src/ops/linear/q4/q4_rowsplit_gemm_mma_sm120a.cu","representative public Ops and affected aggregate improve at least 5% so repeated C8 Program can exceed 2%","representative N6656/K33280/T40 improved only 0.90%, insufficient for the affected or whole-round gate",pass,"ginfer_linear_q4_a16_test pass; independent FP64 decoded-Q4 oracle covers registered shapes and C40 seams","cold public Linear N6656/K33280/T40 median 259.328 us","cold public three-stage cached N6656/K33280/T40 median 256.992 us (-0.90%)","Muse DFlash2 k4 INT8-G64 uncaptured Program round; 8192 tokens/request C8",42.0805,not-run,not-run,not-run,not-run,"not-run: affected public-Op gain is too small to support the whole-round gate","not-run: rejected before Engine gate",reject,"the combined latency package is not synergistic; its 0.90% representative gain is far below the required affected-domain improvement",f5d12790a64d92c37ac49c2d6f3278e75b41c5b7,"profiles/sm120a/rtx5090/muse-glimmer-q4/cycle7/{baseline,profile,candidate-17-diagnosis.md,candidate-17-op-n6656-k33280-t40.csv}"
sm120a-rtx5090-muse-q4-dflash2,7,18,c7_18,19cf0e1cf6c92a00c0ecb82e0ca7760b240f6e6e,bfb7e6e7d21479abfd57949d9641947c851ab991,"combine a three-stage R32/C40 pipeline with L1 activation admission","farther-ahead activation prefetches might hit shared L1 across row CTAs and yield a nonlinear latency-hiding gain","sm120a; Muse Q4 registered non-N19968 outputs; A16 T=33..40; activation pipeline","src/ops/linear/q4/q4_rowsplit_gemm_mma_sm120a.cu","representative public Ops and affected aggregate improve at least 5% so repeated C8 Program can exceed 2%","representative N6656/K33280/T40 regressed 2.37%, rejecting the package before real Program timing",pass,"ginfer_linear_q4_a16_test pass; independent FP64 decoded-Q4 oracle covers registered shapes and C40 seams","cold public Linear N6656/K33280/T40 median 259.328 us","cold public three-stage activation-cached N6656/K33280/T40 median 265.472 us (+2.37% regression)","Muse DFlash2 k4 INT8-G64 uncaptured Program round; 8192 tokens/request C8",42.0805,not-run,not-run,not-run,not-run,"not-run: representative public-Op regression rejected the candidate","not-run: rejected before Engine gate",reject,"the added activation cache pressure outweighs prefetch distance; the dominant representative shape regresses",4dd1c1b2e052fa4be620094e4e9e3d422c63be0b,"profiles/sm120a/rtx5090/muse-glimmer-q4/cycle7/{baseline,profile,candidate-18-diagnosis.md,candidate-18-op-n6656-k33280-t40.csv}"
sm120a-rtx5090-muse-q4-dflash2,7,19,c7_19,25016d41bb15b865b4d711a5429d67928eb097ae,c3eb2c521cb08e8a6fc256252c611c5a603cc07b,"combine a three-stage R32/C40 pipeline with L1 admission for both input streams","caching activation and code sectors together might keep the deeper pipeline fed and produce a nonlinear broad-family gain","sm120a; Muse Q4 registered non-N19968 outputs; A16 T=33..40; complete input latency package","src/ops/linear/q4/q4_rowsplit_gemm_mma_sm120a.cu","representative public Ops and affected aggregate improve at least 5% so repeated C8 Program can exceed 2%","representative N6656/K33280/T40 regressed 10.33%, rejecting the package before real Program timing",pass,"ginfer_linear_q4_a16_test pass; independent FP64 decoded-Q4 oracle covers registered shapes and C40 seams","cold public Linear N6656/K33280/T40 median 259.328 us","cold public complete latency-package N6656/K33280/T40 median 286.112 us (+10.33% regression)","Muse DFlash2 k4 INT8-G64 uncaptured Program round; 8192 tokens/request C8",42.0805,not-run,not-run,not-run,not-run,"not-run: representative public-Op regression rejected the candidate","not-run: rejected before Engine gate",reject,"simultaneous cache pressure compounds rather than hides the deeper pipeline; the dominant representative shape regresses 10.33%",3c01a7f9a32819858e7f789a73254a7f1830e145,"profiles/sm120a/rtx5090/muse-glimmer-q4/cycle7/{baseline,profile,candidate-19-diagnosis.md,candidate-19-op-n6656-k33280-t40.csv}"
sm120a-rtx5090-muse-q4-dflash2,7,20,c7_20,3cf5861b1e33cffd5c06a3ffa0cc9de4d5683e58,6c59d3b8c71a32ce1d4846bb0cfc123c123ca309,"halve the narrow Muse W8 vocabulary-head K tile from 128 to 64","smaller shared tiles and a four-block launch bound might offset twice as many K stages and materially reduce the 2.710 ms W8 head","sm120a; Muse W8 N202048/K6656 vocabulary projection; A16 T=17..48","src/ops/linear/w8/w8_dispatch.cpp; src/ops/linear/w8/w8_launch.h; src/ops/linear/w8/w8_rowsplit_gemm_mma.cu","public W8 head improves at least 32% so its isolated saving can support repeated C8 Program gains over 2%","the public head improved only 0.71%, capping whole-round impact far below 2%",pass,"ginfer_linear_w8_a16_test pass; independent decoded-W8 oracle covers the head and dispatch seams","cold public Linear W8 N202048/K6656/T40 median 1434.912 us","cold public BK64 head median 1424.672 us (-0.71%)","Muse DFlash2 k4 INT8-G64 uncaptured Program round; 8192 tokens/request C8",42.0805,not-run,not-run,not-run,not-run,"not-run: affected public-Op gain cannot support the whole-round gate","not-run: rejected before Engine gate",reject,"BK64 is effectively neutral on the head and cannot save the required 0.842 ms whole round",215526fb8f378aa0d417fc727c9e8f64385c7e71,"profiles/sm120a/rtx5090/muse-glimmer-q4/cycle7/{baseline,profile,candidate-20-diagnosis.md,candidate-20-op-w8-n202048-k6656-t40.csv}"
sm120a-rtx5090-muse-q4-dflash2,7,21,c7_21,6327ca51e2a875d9b07a103bfed383f62603b5fe,f80aa557c76872bbc1a5dea04387d7a97677dc80,"use an exact C40/BK128 tile for the Muse W8 vocabulary head","eliminating eight masked columns and exposing ten 32x8 warp tiles instead of eight 16x24 tiles might materially reduce the 2.710 ms head","sm120a; Muse W8 N202048/K6656 vocabulary projection; A16 T=17..40","src/ops/linear/w8/w8_dispatch.cpp; src/ops/linear/w8/w8_launch.h; src/ops/linear/w8/w8_rowsplit_gemm_mma.cu","public W8 head improves at least 32% and both C8 Program repetitions improve at least 2%","the public head improved 23.41%; first real C8 repetition cleared 2% but the second improved only 0.20%",pass,"ginfer_linear_w8_a16_test pass; independent decoded-W8 oracle covers the head and T16/17/40/41 seams","cold public Linear W8 N202048/K6656/T40 median 1434.912 us","cold public exact-C40 head median 1099.040 us (-23.41%)","Muse DFlash2 k4 INT8-G64 uncaptured Program round; 8192 tokens/request C8",42.0805,41.0501,2.4486,41.9977,0.1968,"not-run: one of two repeated real Program gates failed, so the unaffected matrix was not run","not-run: rejected before Engine gate",reject,"the exact C40 head is promising but not repeatably large enough at the whole-round boundary; the second required repetition misses 2%",33bf8d3f4ac1db76d6552cbe319917ea77b21599,"profiles/sm120a/rtx5090/muse-glimmer-q4/cycle7/{baseline,profile,candidate-21-diagnosis.md,candidate-21-op-w8-n202048-k6656-t40.csv,candidate-21-c8-rep1.csv,candidate-21-c8-rep2.csv}"
sm120a-rtx5090-muse-q4-dflash2,7,22,c7_22,9ec0de87584fb1b02a4eaf058cac87de030b4417,fe8f5816abc248455d8fd52b2157a76a9d561fc7,"relax the exact-C40 W8 head launch bound from two blocks to one","the memory-bound head has thousands of CTAs and might benefit more from unconstrained registers than forced two-block occupancy","sm120a; Muse W8 N202048/K6656 vocabulary projection; A16 T=17..40; launch bound only","src/ops/linear/w8/w8_dispatch.cpp; src/ops/linear/w8/w8_launch.h; src/ops/linear/w8/w8_rowsplit_gemm_mma.cu","public W8 head improves at least 32% from retained C48 and both C8 Program repetitions improve at least 2%","the public head improved 23.84%; real C8 repetitions improved only 1.02% and regressed 2.54%",pass,"ginfer_linear_w8_a16_test pass; independent decoded-W8 oracle covers the head and T16/17/40/41 seams","cold public Linear W8 N202048/K6656/T40 median 1434.912 us","cold public relaxed exact-C40 head median 1092.896 us (-23.84%)","Muse DFlash2 k4 INT8-G64 uncaptured Program round; 8192 tokens/request C8",42.0805,41.6505,1.0219,43.1500,-2.5416,"not-run: both repeated real Program gates failed, so the unaffected matrix was not run","not-run: rejected before Engine gate",reject,"relaxing the launch bound slightly improves the isolated head but makes whole-round behavior less stable; neither real repetition clears 2%",40cdbd7a79f25e4e6897d62892a5493bafb0cd97,"profiles/sm120a/rtx5090/muse-glimmer-q4/cycle7/{baseline,profile,candidate-22-diagnosis.md,candidate-22-op-w8-n202048-k6656-t40.csv,candidate-22-c8-rep1.csv,candidate-22-c8-rep2.csv}"
sm120a-rtx5090-muse-q4-dflash2,7,23,c7_23,eb35193f5bba819c182ff8a3e2f2b7bcf1fd20f5,30648929eeef4c500d1aff84e935825ecda1212a,"use an R48/C40/BK128 tile for the Muse W8 vocabulary head","a ~29 KiB tile with fifteen warps and a three-block bound might improve memory-level parallelism over exact R64/C40","sm120a; Muse W8 N202048/K6656 vocabulary projection; A16 T=17..40","src/ops/linear/w8/w8_dispatch.cpp; src/ops/linear/w8/w8_launch.h; src/ops/linear/w8/w8_rowsplit_gemm_mma.cu","public W8 head improves at least 32% from retained C48 and both C8 Program repetitions improve at least 2%","the public head improved 28.71%; real C8 repetitions improved only 1.72% and regressed 0.44%",pass,"ginfer_linear_w8_a16_test pass; independent decoded-W8 oracle covers the head and T16/17/40/41 seams","cold public Linear W8 N202048/K6656/T40 median 1434.912 us","cold public R48/C40 head median 1023.008 us (-28.71%)","Muse DFlash2 k4 INT8-G64 uncaptured Program round; 8192 tokens/request C8",42.0805,41.3550,1.7241,42.2638,-0.4356,"not-run: both repeated real Program gates failed, so the unaffected matrix was not run","not-run: rejected before Engine gate",reject,"R48/C40 is the fastest isolated head candidate but still does not deliver two repeatable 2% whole-round gains",8ad9de4f864e605450cb8b84e8eabe3352e8b0a2,"profiles/sm120a/rtx5090/muse-glimmer-q4/cycle7/{baseline,profile,candidate-23-diagnosis.md,candidate-23-op-w8-n202048-k6656-t40.csv,candidate-23-c8-rep1.csv,candidate-23-c8-rep2.csv}"
sm120a-rtx5090-muse-q4-dflash2,7,24,c7_24,81f300804fa8d74df560652714ee66103a2409fa,44904d46f637e38a6e67cb6d2ca854520dbf1bb2,"use an R32/C40/BK128 tile for the Muse W8 vocabulary head","a ~23 KiB tile with ten warps and four resident blocks might maximize GB202 memory-level parallelism beyond R48/C40","sm120a; Muse W8 N202048/K6656 vocabulary projection; A16 T=17..40","src/ops/linear/w8/w8_dispatch.cpp; src/ops/linear/w8/w8_launch.h; src/ops/linear/w8/w8_rowsplit_gemm_mma.cu","public W8 head improves at least 32% from retained C48 and both C8 Program repetitions improve at least 2%","the public head improved 30.06%; real C8 repetitions improved 1.9643% and 3.0023%, with the first strictly below 2%",pass,"ginfer_linear_w8_a16_test pass; independent decoded-W8 oracle covers the head and T16/17/40/41 seams","cold public Linear W8 N202048/K6656/T40 median 1434.912 us","cold public R32/C40 head median 1003.520 us (-30.06%)","Muse DFlash2 k4 INT8-G64 uncaptured Program round; 8192 tokens/request C8",42.0805,41.2539,1.9643,40.8171,3.0023,"not-run: one of two repeated real Program gates failed by 0.0357 percentage point, so the unaffected matrix was not run","not-run: rejected before Engine gate",reject,"R32/C40 is the fastest isolated head candidate but the strict repeated gate requires both results at or above 2%; the first is 1.9643%",e8fad34136c4396f36b86fcaa0c8097a93e06e2b,"profiles/sm120a/rtx5090/muse-glimmer-q4/cycle7/{baseline,profile,candidate-24-diagnosis.md,candidate-24-op-w8-n202048-k6656-t40.csv,candidate-24-c8-rep1.csv,candidate-24-c8-rep2.csv}"
